Animal..,ARN,Species,Primary.Breed,Colors,Gender,Altered,Pre.Altered,Chip.Provider,Danger,Danger.Reason,Date.of.Birth,Intake.Age,Intake.By,Intake.Date,Intake.Type,Intake.Subtype,Intake.Reason,Intake.Site,Intake.Location,Intake.Sublocation,Intake.Jurisdiction,Intake.Condition,Intake.Agency,Agency.Member,Agency.Member.Phone,Agency.Address,Outcome.Age,Outcome.Age.in.Months,Outcome.Date,Outcome.By,Outcome.Type,Outcome.Subtype,Outcome.Site,Outcome.Location,Outcome.Sublocation,Outcome.Jurisdiction,Transfer.Out.Reason,Outcome.Agency,Released.By,Release.Date,LOS
A39530609,,Cat,Domestic Shorthair,Buff/,Female,Yes,Yes,24PetWatch,No,NA,8/23/2012,6y 6d,Jill Sweeney,8/29/2018 1:03:36 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,6y 8m 12d,80,5/5/2019 4:34:00 PM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,5/5/2019 4:34:00 PM,249
A39530615,,Cat,Domestic Shorthair,Orange/,Male,Yes,No,24PetWatch,No,NA,6/28/2018,2m 1d,Jill Sweeney,8/29/2018 1:03:36 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Less Than 7 Weeks,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 5d,3,10/3/2018 12:54:51 PM,Sara Davidson,Adoption,PAC,PAC,PAC,NA,19106—Center City-Society Hill,NA,NA,Sara Davidson,10/3/2018 12:54:51 PM,34
A39530621,,Cat,Domestic Shorthair,Orange/White,Male,Yes,No,24PetWatch,No,NA,6/28/2018,2m 1d,Jill Sweeney,8/29/2018 1:03:36 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Less Than 7 Weeks,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 2d,3,9/30/2018 3:03:14 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,9/30/2018 3:03:14 PM,32
A39530625,,Cat,Domestic Shorthair,Orange/,Male,Yes,No,24PetWatch,No,NA,6/28/2018,2m 1d,Jill Sweeney,8/29/2018 1:03:36 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Less Than 7 Weeks,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,3m 8d,3,10/6/2018 2:44:45 PM,Aubrey Carpenter,Adoption,PAC,PAC,PAC,NA,,NA,NA,Aubrey Carpenter,10/6/2018 2:44:45 PM,38
A39530668,,Cat,Domestic Shorthair,Black/Brown,Male,Yes,No,24PetWatch,No,NA,7/21/2018,1m 8d,Ali Crider,8/29/2018 1:10:10 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,Southwest Philadelphia,Healthy,,,,,5m 12d,5,1/2/2019 11:17:11 AM,Ame Wiltzius,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,Foster Care - General,NA,,NA,NA,Ame Wiltzius,1/2/2019 11:17:11 AM,125
A39534014,,Dog,"Poodle, Miniature",Apricot/,Male,Yes,No,24PetWatch,No,NA,8/30/2012,5y 12m 1d,Angela Peterdi,8/29/2018 4:00:03 PM,Owner/Guardian Surrender,ACCT Diversion,Moving,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,,,,,6y 26d,72,9/25/2018 6:48:39 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ashley Matters,9/25/2018 6:48:39 PM,27
A39534385,,Cat,Domestic Shorthair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,8/9/2014,4y 20d,Jill Sweeney,8/29/2018 4:20:42 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Isolation,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 4m 27d,52,1/5/2019 5:58:29 PM,Volunteer Account,Adoption,PAC,PAC,PAC,NA,,NA,NA,Volunteer Account,1/5/2019 5:58:29 PM,129
A39536477,,Cat,Siamese,Cream/Black,Male,Yes,Yes,24PetWatch,No,NA,3/29/2018,5m 0d,Michelle Robinson,8/29/2018 8:41:53 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,6m 18d,6,10/17/2018 9:36:57 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/17/2018 9:36:57 PM,49
A39536483,,Cat,Siamese,Cream/Black,Male,No,No,24PetWatch,No,NA,3/29/2018,5m 0d,Michelle Robinson,8/29/2018 8:47:37 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,6m 18d,6,10/17/2018 9:36:57 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/17/2018 9:36:57 PM,49
A39536742,,Cat,Domestic Shorthair,Black/,Female,Yes,Yes,24PetWatch,No,NA,11/30/2017,9m 2d,Michelle Robinson,8/30/2018 12:05:16 AM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19139—West Market W,Healthy,,,,,2y 1m 14d,25,1/13/2020 12:23:00 PM,Emma Griffin,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,1/13/2020 12:23:00 PM,501
A39542882,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,8/31/2016,1y 12m 2d,Michelle Robinson,8/30/2018 2:50:03 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,3y 3m 16d,39,12/16/2019 2:14:00 PM,Emma Griffin,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,12/16/2019 2:14:00 PM,473
A39545380,,Cat,Domestic Shorthair,Brown/,Female,Yes,Yes,24PetWatch,No,NA,8/24/2014,4y 6d,Maria Decker,8/30/2018 5:06:45 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 2m 23d,50,11/16/2018 6:07:46 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,11/16/2018 6:07:46 PM,78
A39545383,,Cat,Domestic Shorthair,Black/,Female,Yes,Yes,24PetWatch,No,NA,8/14/2016,2y 16d,Maria Decker,8/30/2018 5:06:45 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2y 25d,24,9/8/2018 5:17:22 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,9/8/2018 5:17:22 PM,9
A39545451,,Cat,Domestic Shorthair,Grey/,Male,Yes,Yes,24PetWatch,No,NA,6/15/2018,2m 15d,Jill Sweeney,8/30/2018 5:11:30 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Injured,Cumberland County SPCA,Maria Stoerrle,(856) 691-1500,1244 N Delsea Drive  ,5m 0d,5,11/15/2018 4:46:01 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,11/15/2018 4:46:01 PM,76
A39545595,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,7/17/2018,1m 13d,Maria Decker,8/30/2018 5:20:47 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4m 10d,4,11/27/2018 6:52:34 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,11/27/2018 6:52:34 PM,89
A39545598,,Cat,Domestic Shorthair,White/Black,Female,Yes,No,24PetWatch,No,NA,7/17/2018,1m 13d,Maria Decker,8/30/2018 5:20:47 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4m 7d,4,11/24/2018 4:01:58 PM,Steve Ciepiela,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Steve Ciepiela,11/24/2018 4:01:58 PM,85
A39545711,,Cat,Domestic Medium Hair,Black/White,Female,Yes,No,24PetWatch,No,NA,7/18/2018,1m 12d,Maria Decker,8/30/2018 5:28:54 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8m 29d,8,4/16/2019 2:41:00 PM,Ashley Matters,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ashley Matters,4/16/2019 2:41:00 PM,228
A39545715,,Cat,Domestic Medium Hair,Black/White,Male,Yes,No,24PetWatch,No,NA,7/18/2018,1m 12d,Maria Decker,8/30/2018 5:28:53 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8m 29d,8,4/16/2019 2:38:00 PM,Ashley Matters,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ashley Matters,4/16/2019 2:38:00 PM,228
A39545772,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,8/26/2017,1y 4d,Maria Decker,8/30/2018 5:34:10 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1y 3m 12d,15,12/8/2018 2:39:39 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,12/8/2018 2:39:39 PM,99
A39545788,,Cat,Domestic Shorthair,Grey/Orange,Female,Yes,No,24PetWatch,No,NA,8/19/2018,11d,Maria Decker,8/30/2018 5:34:09 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 7d,3,11/26/2018 5:32:20 PM,Ashley Matters,Adoption,Grant Avenue,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ashley Matters,11/26/2018 5:32:20 PM,88
A39545795,,Cat,Domestic Shorthair,Grey/,Male,Yes,No,24PetWatch,No,NA,8/19/2018,11d,Maria Decker,8/30/2018 5:34:09 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 7d,3,11/26/2018 5:18:05 PM,Ashley Matters,Adoption,Grant Avenue,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ashley Matters,11/26/2018 5:18:05 PM,88
A39545799,,Cat,Domestic Shorthair,Grey/Orange,Female,No,No,24PetWatch,No,NA,8/19/2018,11d,Maria Decker,8/30/2018 5:34:09 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 26d,3,12/15/2018 11:35:58 AM,Kate Wysong,Adoption,Grant Avenue,Grant Avenue,Foster Care - General,NA,,NA,NA,Kate Wysong,12/15/2018 11:35:58 AM,106
A39545812,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,8/19/2018,11d,Maria Decker,8/30/2018 5:34:09 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 12d,3,12/1/2018 5:28:56 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,12/1/2018 5:28:56 PM,93
A39545815,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,8/19/2018,11d,Maria Decker,8/30/2018 5:34:09 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 11d,3,11/30/2018 6:17:42 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,11/30/2018 6:17:42 PM,92
A39547368,,Cat,Domestic Shorthair,Buff/,Male,Yes,Yes,24PetWatch,No,NA,12/30/2017,8m 2d,Michelle Robinson,8/30/2018 11:52:47 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 3m 16d,15,4/13/2019 4:41:00 PM,Volunteer Account,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Volunteer Account,4/13/2019 4:41:00 PM,225
A39549769,,Cat,Domestic Medium Hair,Black/White,Female,Yes,No,24PetWatch,No,NA,8/29/2016,2y 2d,Maria Decker,8/31/2018 12:06:04 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2y 2m 13d,26,11/11/2018 1:24:27 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Ashley Matters,11/11/2018 1:24:27 PM,72
A39552728,,Dog,"Poodle, Miniature",Tan/,Female,Yes,No,24PetWatch,No,NA,11/1/2010,7y 9m 30d,Angela Peterdi,8/31/2018 2:47:57 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,8y 23d,96,11/24/2018 1:53:55 PM,Aubrey Carpenter,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Aubrey Carpenter,11/24/2018 1:53:55 PM,84
A39553205,,Cat,Domestic Shorthair,Buff/,Male,Yes,No,24PetWatch,No,NA,8/14/2014,4y 17d,Rooney Linson,8/31/2018 3:11:38 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Healthy,Homeward Bound (Camden County),Mike Bricker,(856) 401-1300,125 County House Road  ,4y 1m 0d,49,9/14/2018 12:18:08 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/14/2018 12:18:08 PM,13
A39556743,,Cat,Domestic Shorthair,Silver/White,Female,Yes,No,24PetWatch,No,NA,7/27/2018,1m 4d,Michelle Robinson,8/31/2018 7:26:14 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,7m 3d,7,3/2/2019 12:55:00 PM,Angela Peterdi,Adoption,Petsmart B and W,PAWS Offsite Adoptions,Petsmart Broad & Washington,NA,,NA,NA,Angela Peterdi,3/2/2019 12:55:00 PM,182
A39556771,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,7/27/2018,1m 4d,Michelle Robinson,8/31/2018 7:30:58 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,7m 19d,7,3/18/2019 12:09:00 PM,Meredyth Forbes,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,NA,NA,Meredyth Forbes,3/18/2019 12:09:00 PM,198
A39556813,,Cat,Domestic Shorthair,White/Brown,Male,Yes,No,24PetWatch,No,NA,7/27/2018,1m 4d,Michelle Robinson,8/31/2018 7:40:17 PM,Stray,Public Drop Off,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,7m 19d,7,3/18/2019 12:09:00 PM,Meredyth Forbes,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,NA,NA,Meredyth Forbes,3/18/2019 12:09:00 PM,198
A39557259,,Cat,Domestic Shorthair,White/Black,Male,Yes,Yes,24PetWatch,No,NA,8/31/2017,1y 4m 29d,Sara Davidson,1/28/2019 10:46:22 AM,Return,Returned Adoption,Unrealistic Expectations,PAC,PAC,NA,19106—Center City-Society Hill,Healthy,,,,,1y 5m 4d,17,2/1/2019 3:35:04 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,2/1/2019 3:35:04 PM,4
A39557259,,Cat,Domestic Shorthair,White/Black,Male,Yes,Yes,24PetWatch,No,NA,8/31/2017,1y 1d,Michelle Robinson,8/31/2018 10:28:21 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19151—Overbrook,Healthy,,,,,1y 1m 17d,13,10/17/2018 6:08:13 PM,Meredyth Forbes,Adoption,PAC,PAC,PAC,NA,,NA,NA,Meredyth Forbes,10/17/2018 6:08:13 PM,46
A39560555,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,6/1/2018,3m 0d,Rooney Linson,9/1/2018 2:32:02 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,PA Outside City Limits,Healthy,,,,,3m 7d,3,9/8/2018 6:15:45 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/8/2018 6:15:45 PM,7
A39567400,,Cat,Domestic Shorthair,Black/,Female,Yes,Yes,24PetWatch,No,NA,9/16/2015,2y 11m 17d,Jill Sweeney,9/2/2018 12:32:53 PM,Stray,Abandoned at Shelter,,Grays Ferry Avenue,Cat Room,NA,19146—Schuylkill S,Healthy,,,,,3y 0d,36,9/16/2018 4:33:58 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,9/16/2018 4:33:58 PM,14
A39568481,,Cat,Domestic Shorthair,White/Orange,Male,Yes,No,24PetWatch,No,NA,6/8/2018,2m 25d,Ali Crider,9/2/2018 3:25:35 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,Southwest Philadelphia,Healthy,,,,,3m 0d,3,9/8/2018 1:02:59 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/8/2018 1:02:59 PM,5
A39569015,,Cat,Domestic Shorthair,Black/,Male,Yes,No,24PetWatch,No,NA,7/2/2018,2m 0d,Erica Henn,9/2/2018 4:48:57 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Foster Care - General,NA,19145— South Philadelphia W,Sick,,,,,3m 19d,3,10/21/2018 5:58:54 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,10/21/2018 5:58:54 PM,49
A39569024,,Cat,Domestic Shorthair,Black/,Male,Yes,No,24PetWatch,No,NA,7/2/2018,2m 0d,Erica Henn,9/2/2018 4:48:56 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Foster Care - General,NA,19145— South Philadelphia W,Sick,,,,,3m 19d,3,10/21/2018 5:58:54 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,10/21/2018 5:58:54 PM,49
A39569430,,Cat,Domestic Shorthair,Grey/White,Male,Yes,No,24PetWatch,No,NA,9/2/2017,1y 0d,Michelle Robinson,9/2/2018 6:13:25 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 4m 2d,16,1/4/2019 8:08:28 PM,Angela Peterdi,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,1/4/2019 8:08:28 PM,124
A39569445,,Cat,Domestic Shorthair,Orange/Brown,Male,Yes,No,24PetWatch,No,NA,9/2/2017,1y 0d,Michelle Robinson,9/2/2018 6:21:06 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 2m 13d,14,11/15/2018 1:24:09 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,11/15/2018 1:24:09 PM,73
A39570840,,Cat,Domestic Medium Hair,Grey/Black,Female,Yes,Yes,24PetWatch,No,NA,9/3/2017,1y 0d,Michelle Robinson,9/3/2018 1:30:09 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 4m 6d,16,1/9/2019 2:57:39 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,1/9/2019 2:57:39 PM,128
A39570916,,Cat,Domestic Shorthair,Grey/White,Female,Yes,Yes,24PetWatch,No,NA,9/3/2017,1y 0d,Michelle Robinson,9/3/2018 1:48:41 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,PA Outside City Limits,Healthy,,,,,1y 2m 3d,14,11/6/2018 5:57:02 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,11/6/2018 5:57:02 PM,64
A39570945,,Cat,Domestic Shorthair,Grey/Orange,Female,Yes,Yes,24PetWatch,No,NA,9/3/2017,1y 0d,Michelle Robinson,9/3/2018 1:54:01 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19139—West Market W,Healthy,,,,,1y 1m 29d,13,11/1/2018 7:09:50 PM,Angela Peterdi,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Broad & Washington,NA,,NA,NA,Angela Peterdi,11/1/2018 7:09:50 PM,59
A39570974,,Cat,Domestic Shorthair,Orange/White,Male,Yes,Yes,24PetWatch,No,NA,9/3/2017,1y 0d,Michelle Robinson,9/3/2018 2:01:31 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 2m 0d,14,11/3/2018 11:33:02 AM,Meredyth Forbes,Adoption,PAC,PAC,PAC,NA,,NA,NA,Meredyth Forbes,11/3/2018 11:33:02 AM,60
A39571015,,Cat,Domestic Shorthair,Grey/White,Female,Yes,Yes,24PetWatch,No,NA,12/3/2017,9m 0d,Michelle Robinson,9/3/2018 2:13:22 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 11m 1d,23,11/4/2019 3:19:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,11/4/2019 3:19:00 PM,427
A39571935,,Cat,Domestic Shorthair,White/Black,Male,Yes,Yes,24PetWatch,No,NA,9/3/2016,2y 0d,Michelle Robinson,9/3/2018 8:01:06 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,2y 2m 3d,26,11/6/2018 12:43:01 PM,Lauren Campagnini,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Foster Care - General,NA,,NA,NA,Lauren Campagnini,11/6/2018 12:43:01 PM,63
A39572057,,Cat,Domestic Shorthair,Orange/White,Male,Yes,Yes,24PetWatch,No,NA,9/3/2017,1y 0d,Michelle Robinson,9/3/2018 9:58:08 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19139—West Market W,Healthy,,,,,1y 1m 29d,13,11/1/2018 6:56:16 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,11/1/2018 6:56:16 PM,58
A39572097,,Cat,Domestic Medium Hair,Buff/Brown,Female,Yes,Unknown,24PetWatch,No,NA,3/3/2018,6m 0d,Michelle Robinson,9/3/2018 10:50:55 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19139—West Market W,Healthy,,,,,11m 10d,11,2/13/2019 10:09:51 AM,Erica Henn,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Erica Henn,2/13/2019 10:09:51 AM,162
A39578447,,Cat,Domestic Shorthair,Grey/,Male,Yes,No,24PetWatch,No,NA,7/23/2018,1m 12d,Jill Sweeney,9/4/2018 3:20:03 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,1m 23d,1,9/15/2018 5:16:59 PM,Linda O'Brien,Adoption,PAC,PAC,PAC,NA,,NA,NA,Linda O'Brien,9/15/2018 5:16:59 PM,11
A39578457,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,7/15/2018,1m 20d,Jill Sweeney,9/4/2018 3:20:03 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2m 0d,2,9/15/2018 6:32:53 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,9/15/2018 6:32:53 PM,11
A39578468,,Cat,Domestic Shorthair,Black/Orange,Female,Yes,No,24PetWatch,No,NA,7/23/2018,1m 12d,Jill Sweeney,9/4/2018 3:20:03 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2m 0d,2,9/23/2018 4:48:45 PM,Linda O'Brien,Adoption,PAC,PAC,PAC,NA,,NA,NA,Linda O'Brien,9/23/2018 4:48:45 PM,19
A39578476,,Cat,Domestic Shorthair,Orange/,Male,Yes,No,24PetWatch,No,NA,10/18/2011,6y 10m 17d,Jill Sweeney,9/4/2018 3:20:03 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,7y 15d,84,11/2/2018 5:18:52 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,11/2/2018 5:18:52 PM,59
A39578497,,Cat,Domestic Shorthair,Brown/White,Female,Yes,No,24PetWatch,No,NA,7/28/2018,1m 7d,Jill Sweeney,9/4/2018 3:20:03 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Maternity,NA,,Sick,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 26d,3,11/23/2018 4:39:04 PM,Meredyth Forbes,Adoption,PAC,PAC,PAC,NA,,NA,NA,Meredyth Forbes,11/23/2018 4:39:04 PM,80
